i,j,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20
39,-131,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
22,40,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
37,-131,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-10,-148,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
35,-21,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
36,-131,0,0,0,0,0,0,0,0,0,0,-1000,1,0,1,0,0,0,0,0,0,0
35,-132,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
114,-102,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
21,-95,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
-10,-29,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
20,-52,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
18,-117,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
117,-67,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,2,0,0,0
16,-118,0,0,0,0,0,0,0,0,0,0,-1000,0,2,2,0,0,0,0,0,0,0
41,-1,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-38,-179,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
7,-145,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-9,-71,0,0,0,0,0,0,0,0,0,2,-1000,0,2,0,0,0,0,0,0,0,0
-10,-71,0,0,0,0,0,0,0,0,0,2,-1000,0,2,0,0,0,0,0,0,0,0
-33,-149,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-13,-69,0,0,0,0,0,0,0,0,0,2,-1000,0,3,0,0,0,0,0,0,0,0
-3,-71,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-24,-101,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-25,-98,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-15,-17,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-25,-95,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-25,-93,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
117,31,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-27,-58,0,0,0,0,0,0,0,0,0,0,-1000,2,3,4,1,0,0,0,0,0,0
-31,-104,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
21,-52,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-25,-91,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
9,31,0,0,0,0,0,0,0,0,0,0,-1000,3,3,0,0,0,0,0,0,0,0
-18,26,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-32,-103,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
22,5,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-32,-94,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
75,62,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,1,0,0,0,0
11,-48,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-30,5,0,0,0,0,0,0,0,0,0,0,-1000,3,2,0,0,0,0,0,0,0,0
48,66,0,0,0,0,0,0,0,0,0,0,-1000,0,0,4,1,2,0,0,0,0,0
83,-4,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-28,7,0,0,0,0,0,0,0,0,0,0,-1000,1,10,0,0,0,0,0,0,0,0
40,-16,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
15,23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-27,8,0,0,0,0,0,0,0,0,0,0,-1000,8,6,0,0,0,0,0,0,0,0
-84,35,0,0,0,0,0,0,0,0,0,0,-1000,4,2,0,0,0,0,0,0,0,0
-4,65,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,4,4,6,0,0,0,0
-83,41,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
12,50,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
75,-38,0,0,0,0,0,0,0,0,0,0,-1000,2,0,0,0,0,0,0,0,0,0
136,-26,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,4,1,0
9,37,0,0,0,0,0,0,0,0,0,0,-1000,5,1,0,0,0,0,0,0,0,0
3,54,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
9,32,0,0,0,0,0,0,0,0,0,0,-1000,2,3,0,0,0,0,0,0,0,0
48,-63,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
58,59,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
9,30,0,0,0,0,0,0,0,0,0,0,-1000,2,3,0,0,0,0,0,0,0,0
54,-30,0,0,0,0,0,0,0,0,0,0,-1000,2,0,0,0,0,0,0,0,0,0
12,27,0,0,0,0,0,0,0,0,0,0,-1000,28,16,0,0,0,0,0,0,0,0
15,27,0,0,0,0,0,0,0,0,0,0,-1000,2,7,0,0,0,0,0,0,0,0
-3,-40,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
131,-11,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
91,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-13,28,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
128,16,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,1,0,0,0,0,0,0
15,28,0,0,0,0,0,0,0,0,0,0,-1000,17,25,0,0,0,0,0,0,0,0
-12,25,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-12,-39,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
16,28,0,0,0,0,0,0,0,0,0,0,-1000,24,25,0,0,0,0,0,0,0,0
17,28,0,0,0,0,0,0,0,0,0,0,-1000,18,27,0,0,0,0,0,0,0,0
34,19,0,0,0,0,0,0,0,0,0,0,-1000,4,8,0,0,0,0,0,0,0,0
98,-1,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
37,15,0,0,0,0,0,0,0,0,0,0,-1000,7,3,0,0,0,0,0,0,0,0
-37,-16,0,0,0,0,0,0,0,0,0,0,-1000,6,2,0,0,0,0,0,0,0,0
119,41,0,0,0,0,0,0,0,0,0,0,-1000,0,7,2,0,0,0,0,0,0,0
118,40,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
119,36,0,0,0,0,0,0,0,0,0,1,-1000,0,1,1,0,0,0,0,0,0,0
119,35,0,0,0,0,0,0,0,0,0,1,-1000,0,1,1,0,0,0,0,0,0,0
122,33,0,0,0,0,0,0,0,0,0,0,-1000,1,2,1,0,0,0,0,0,0,0
120,21,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
24,40,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
-34,-149,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
130,19,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
27,38,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
16,-37,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
130,16,0,0,0,0,0,0,0,0,0,0,-1000,0,1,2,0,0,0,0,0,0,0
130,15,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
130,12,0,0,0,0,0,0,0,0,0,0,-1000,0,2,2,0,0,0,0,0,0,0
-5,-72,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
130,11,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
133,-69,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-33,49,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
24,-32,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
130,7,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-11,-31,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
6,65,0,0,0,0,0,0,0,0,0,0,-1000,0,3,3,1,2,1,0,0,0,0
130,5,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-24,64,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2,2,0,0,0,0
130,4,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
58,-4,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-30,-150,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,3,2,0,1,0
-8,-39,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
130,3,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
38,-45,0,0,0,0,0,0,0,0,0,0,-1000,2,0,0,0,0,0,0,0,0,0
-20,-26,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
37,5,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
106,44,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
130,1,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
130,-4,0,0,0,0,0,0,0,0,0,1,-1000,0,0,1,0,0,0,0,0,0,0
131,-8,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
131,-9,0,0,0,0,0,0,0,0,0,0,-1000,0,2,2,0,0,0,0,0,0,0
28,24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
26,-19,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
120,-70,0,0,0,0,0,0,0,0,0,0,-1000,3,1,1,0,0,0,0,0,0,0
139,10,0,0,0,0,0,0,0,1,0,0,-1000,0,0,0,3,3,1,0,0,0,0
120,-74,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-85,35,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
20,-24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
133,-83,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-19,37,0,0,0,0,0,0,0,0,0,0,-1000,0,2,6,1,0,0,0,0,0,0
38,-44,0,0,0,0,0,0,0,0,0,0,-1000,4,0,0,0,0,0,0,0,0,0
133,-84,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
130,13,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
133,-86,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-2,42,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
129,-100,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
134,-108,0,0,0,0,0,0,0,0,0,0,-1000,0,1,2,0,0,0,0,0,0,0
5,-54,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-15,23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-27,-133,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
120,-101,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
40,-43,0,0,0,0,0,0,0,0,0,0,-1000,0,3,0,0,0,0,0,0,0,0
70,-76,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
115,-132,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
76,-90,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
59,-77,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
58,-76,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
74,-102,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
138,-5,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,0,1,4,0,0,0
68,-48,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
112,-75,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
31,-20,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
50,-73,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
50,-76,0,0,0,0,0,0,0,0,0,0,-1000,0,3,0,0,0,0,0,0,0,0
-4,-27,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-14,-55,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
51,-79,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-23,4,0,0,0,0,0,0,0,0,0,0,-1000,6,0,2,0,0,0,0,0,0,0
51,-82,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
24,-1,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
61,-108,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
42,-77,0,0,0,0,0,0,0,0,0,0,-1000,0,3,0,0,0,0,0,0,0,0
63,-133,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
110,11,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-9,-107,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
61,-134,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
58,-134,0,0,0,0,0,0,0,0,0,0,-1000,1,0,1,0,0,0,0,0,0,0
-28,-103,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2,2,0,0,0,0
57,-134,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
22,-23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-33,-107,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
53,-130,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-12,26,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
35,-89,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
52,-134,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
51,-135,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
34,-104,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-14,-24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
27,-9,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
141,4,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
43,-134,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
63,-146,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
77,20,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
37,-83,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
42,-135,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
40,-135,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
39,-135,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
27,-131,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
12,51,0,0,0,0,0,0,0,0,0,2,-1000,5,0,0,0,0,0,0,0,0,0
28,-135,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
26,-135,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
14,-119,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
15,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,1,2,0,0,0,0,0,0,0
0,-147,0,0,0,0,0,0,0,0,0,1,-1000,0,0,0,0,0,0,0,0,0,0
21,29,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
14,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
12,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
11,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
9,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
62,5,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,0,0,0
-9,-147,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,2,0
-2,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
5,49,0,0,0,0,0,0,0,0,0,0,-1000,6,0,0,0,0,0,0,0,0,0
-4,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-9,-129,0,0,0,0,0,0,0,0,0,0,-1000,0,3,1,0,0,0,0,0,0,0
-7,21,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-10,-129,0,0,0,0,0,0,0,0,0,0,-1000,0,2,1,0,0,0,0,0,0,0
-11,-73,0,0,0,0,0,0,0,0,0,0,-1000,1,2,0,0,0,0,0,0,0,0
13,15,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-38,-18,0,0,0,0,0,0,0,0,0,0,-1000,0,20,0,0,0,0,0,0,0,0
-15,-78,0,0,0,0,0,0,0,0,0,0,-1000,0,3,0,0,0,0,0,0,0,0
-17,-78,0,0,0,0,0,0,0,0,0,0,-1000,0,9,0,0,0,0,0,0,0,0
27,18,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-18,-77,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
-31,-108,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
37,-4,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-4,-130,0,0,0,0,0,0,0,0,0,0,-1000,0,3,0,0,0,0,0,0,0,0
69,-117,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,2,0
-32,-108,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
-34,-107,0,0,0,0,0,0,0,0,0,0,-1000,0,4,2,0,0,0,0,0,0,0
5,20,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-36,-107,0,0,0,0,0,0,0,0,0,0,-1000,0,1,2,0,0,0,0,0,0,0
1,-26,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-37,-106,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
13,39,0,0,0,0,0,0,0,0,0,0,-1000,0,3,0,0,0,0,0,0,0,0
-37,-97,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
-31,5,0,0,0,0,0,0,0,0,0,0,-1000,0,7,0,0,0,0,0,0,0,0
76,20,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-31,65,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,4,0,0,0,0
-31,6,0,0,0,0,0,0,0,0,0,0,-1000,1,7,0,0,0,0,0,0,0,0
-29,7,0,0,0,0,0,0,0,0,0,0,-1000,0,9,0,0,0,0,0,0,0,0
-29,8,0,0,0,0,0,0,0,0,0,0,-1000,12,10,0,0,0,0,0,0,0,0
31,40,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
-22,24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
34,16,0,0,0,0,0,0,0,0,0,0,-1000,1,3,1,0,0,0,0,0,0,0
-28,11,0,0,0,0,0,0,0,0,0,0,-1000,0,7,0,0,0,0,0,0,0,0
-35,20,0,0,0,0,0,0,0,0,0,5,-1000,1,17,0,0,0,0,0,0,0,0
-38,24,0,0,0,0,0,0,0,0,0,0,-1000,7,8,0,0,0,0,0,0,0,0
-22,37,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-19,49,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
96,61,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-17,46,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-16,42,0,0,0,0,0,0,0,0,0,0,-1000,0,4,0,0,0,0,0,0,0,0
-3,-45,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-16,44,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
46,-148,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,2,0,0,0
57,-3,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-6,-31,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-12,45,0,0,0,0,0,0,0,0,0,0,-1000,3,2,0,0,0,0,0,0,0,0
-23,-71,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
-82,12,0,0,0,0,0,0,0,0,0,0,-1000,11,10,1,0,5,6,1,0,0,0
41,-13,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
13,63,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-20,43,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
12,54,0,0,0,0,0,0,0,0,0,2,-1000,0,1,0,0,0,0,0,0,0,0
111,10,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
9,28,0,0,0,0,0,0,0,0,0,0,-1000,21,24,0,0,0,0,0,0,0,0
10,-29,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
65,-134,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
131,-85,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
32,29,0,0,0,0,0,0,0,0,0,0,-1000,0,11,0,0,0,0,0,0,0,0
33,29,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
35,28,0,0,0,0,0,0,0,0,0,0,-1000,2,3,0,0,0,0,0,0,0,0
-34,31,0,0,0,0,0,0,0,0,0,6,-1000,0,0,0,0,0,0,0,0,0,0
0,-133,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
36,26,0,0,0,0,0,0,0,0,0,0,-1000,0,3,0,0,0,0,0,0,0,0
11,-22,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
36,25,0,0,0,0,0,0,0,0,0,0,-1000,0,9,0,0,0,0,0,0,0,0
37,22,0,0,0,0,0,0,0,0,0,0,-1000,5,1,0,0,0,0,0,0,0,0
35,20,0,0,0,0,0,0,0,0,0,0,-1000,4,2,0,0,0,0,0,0,0,0
119,40,0,0,0,0,0,0,0,0,0,1,-1000,2,4,0,0,0,0,0,0,0,0
84,-45,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
119,33,0,0,0,0,0,0,0,0,0,1,-1000,0,1,0,0,0,0,0,0,0,0
125,20,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
70,-101,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-19,-148,0,0,0,0,0,0,0,0,0,0,-1000,2,0,0,0,0,0,0,0,0,0
131,9,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
27,11,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
68,3,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
68,2,0,0,0,0,0,0,0,0,0,0,-1000,0,4,0,0,0,0,0,0,0,0
69,1,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-2,38,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-20,32,0,0,0,0,0,0,0,0,0,0,-1000,0,5,0,0,0,0,0,0,0,0
33,-40,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
121,28,0,0,0,0,0,0,0,0,0,0,-1000,5,4,2,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,1,-1000,0,2,0,0,0,0,0,0,0,0
49,-6,0,0,0,0,0,0,0,0,0,0,-1000,4,3,0,0,0,0,0,0,0,0
42,-42,0,0,0,0,0,0,0,0,0,1,-1000,12,1,0,0,0,0,0,0,0,0
44,-23,0,0,0,0,0,0,0,0,0,0,-1000,9,3,0,0,0,0,0,0,0,0
18,-132,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
66,-53,0,0,0,0,0,0,0,0,0,0,-1000,2,0,0,0,0,0,0,0,0,0
81,-44,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
